Month,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),City,Year
2024-01,128.72774193548386,238.0165517241379,13.521290322580645,18.86225806451613,1.299032258064516,1.810967741935484,agartala,2024
2024-02,104.1775,217.59714285714287,12.405,20.698214285714283,1.0178571428571428,7.480714285714286,agartala,2024
2024-03,81.60533333333333,171.16033333333334,9.825333333333333,22.040666666666667,0.7443333333333334,12.399666666666667,agartala,2024
2024-04,63.03733333333333,131.59333333333333,6.441,23.939666666666668,0.5363333333333333,16.755,agartala,2024
2024-05,44.23310344827586,92.3006896551724,5.64448275862069,26.551379310344828,0.4458620689655172,13.95551724137931,agartala,2024
2024-06,32.228,62.30964285714286,4.400333333333333,32.723333333333336,0.286,10.838666666666665,agartala,2024
2024-07,21.16483870967742,47.44193548387097,4.849677419354839,36.47032258064516,0.26838709677419353,8.990322580645161,agartala,2024
2024-08,22.523225806451613,44.53137931034483,4.304838709677419,26.330967741935485,0.28258064516129033,18.64483870967742,agartala,2024
2024-09,25.253703703703703,66.35,6.146071428571429,23.093214285714286,0.24035714285714288,23.677777777777777,agartala,2024
2024-10,41.59176470588235,100.83157894736841,7.064736842105263,23.90157894736842,0.0,16.393684210526317,agartala,2024
2017-01,,109.48896551724137,70.93241379310345,7.401724137931034,1.0603225806451613,,bengaluru,2017
2017-02,,92.71230769230769,113.97692307692309,11.819615384615386,1.2964285714285713,,bengaluru,2017
2017-03,,81.25709677419356,50.9841935483871,15.341111111111111,0.7070967741935483,,bengaluru,2017
2017-04,,86.7403448275862,35.46448275862069,6.443448275862068,0.8456666666666667,,bengaluru,2017
2017-05,,64.13290322580644,35.461612903225806,6.1006451612903225,0.7470967741935484,,bengaluru,2017
2017-06,,81.51931034482759,46.27620689655173,7.080689655172414,1.099655172413793,,bengaluru,2017
2017-07,,95.78580645161291,41.17677419354839,7.569354838709677,1.2035483870967743,,bengaluru,2017
2017-08,,77.87129032258065,38.07032258064516,7.204516129032259,1.277741935483871,,bengaluru,2017
2017-09,,80.25233333333334,47.650333333333336,7.0,1.29,,bengaluru,2017
2017-10,,97.31161290322581,57.90096774193549,7.16,1.6390322580645162,,bengaluru,2017
2017-11,,73.41333333333334,75.301,6.2443333333333335,1.2243333333333335,,bengaluru,2017
2017-12,,92.00896551724139,,,1.2117241379310344,,bengaluru,2017
2018-01,,136.83451612903227,42.230645161290326,6.016451612903226,1.282258064516129,,bengaluru,2018
2018-02,,130.01076923076923,31.255384615384614,4.566923076923077,1.3121428571428573,,bengaluru,2018
2018-03,,,23.51,8.27,1.5758620689655174,,bengaluru,2018
2018-04,,,,12.13,1.4469230769230768,,bengaluru,2018
2018-05,,,31.4475,,1.4803703703703703,,bengaluru,2018
2018-06,,113.54555555555555,23.73925925925926,20.974166666666665,1.9053333333333333,,bengaluru,2018
2018-07,,81.432,29.038999999999998,7.425454545454546,1.5496666666666667,,bengaluru,2018
2018-08,,94.45806451612903,25.62925925925926,8.221935483870968,1.2851612903225809,,bengaluru,2018
2018-09,,108.64033333333333,34.35066666666667,7.966333333333334,1.2423333333333335,,bengaluru,2018
2018-10,,152.196,64.65133333333333,8.228,1.2253333333333332,,bengaluru,2018
2018-11,,131.2203448275862,36.90068965517241,7.379655172413793,1.586896551724138,,bengaluru,2018
2018-12,,145.08592592592592,32.781666666666666,6.599666666666667,1.4143333333333332,,bengaluru,2018
2019-01,,128.31827586206896,46.46310344827587,6.6210344827586205,1.4506896551724138,,bengaluru,2019
2019-02,,178.7795238095238,46.49,6.402272727272727,1.4472727272727273,,bengaluru,2019
2019-03,,174.85458333333335,49.752916666666664,6.168333333333333,1.4483333333333333,,bengaluru,2019
2019-04,,170.7441379310345,49.832068965517244,7.115172413793103,1.4662068965517243,,bengaluru,2019
2019-05,,136.3223076923077,37.12517241379311,6.040344827586208,1.4358620689655173,,bengaluru,2019
2019-06,,95.74588235294118,36.983666666666664,10.257,1.3243333333333334,,bengaluru,2019
2019-07,,116.64576923076923,39.38153846153846,13.480384615384615,1.3880769230769232,,bengaluru,2019
2019-08,,99.40633333333334,35.843333333333334,7.569,1.4606666666666668,,bengaluru,2019
2019-09,,101.39607142857143,46.10037037037037,7.783571428571428,1.522142857142857,,bengaluru,2019
2019-10,,97.073125,42.47117647058823,7.375625,1.6947058823529413,,bengaluru,2019
2019-11,,105.66518518518518,65.69444444444444,9.872592592592593,1.8385185185185184,,bengaluru,2019
2019-12,,97.77892857142857,42.620370370370374,9.973571428571429,1.7617857142857143,,bengaluru,2019
2020-01,,93.60233333333333,52.214642857142856,9.951333333333334,1.8299999999999998,,bengaluru,2020
2020-02,,129.04749999999999,51.487857142857145,9.790000000000001,1.7639285714285715,,bengaluru,2020
2020-03,,125.24652173913044,45.29391304347826,9.864347826086956,1.6204347826086958,,bengaluru,2020
2020-04,,81.23400000000001,13.955000000000002,8.203999999999999,1.067,,bengaluru,2020
2020-05,,95.38,17.097241379310343,5.759655172413793,0.7286206896551723,,bengaluru,2020
2020-06,,68.68416666666667,18.226666666666667,8.016250000000001,0.6958333333333333,,bengaluru,2020
2020-07,,53.6068,23.7472,7.9852,0.7243999999999999,,bengaluru,2020
2020-08,,72.1451724137931,29.762333333333334,8.337,0.6862962962962963,,bengaluru,2020
2020-09,,116.00222222222222,24.6748275862069,9.444827586206896,1.1210344827586207,,bengaluru,2020
2020-10,,87.45,21.221304347826084,7.57,1.2204347826086956,,bengaluru,2020
2020-11,,102.21551724137932,23.31793103448276,13.197999999999999,1.0351851851851852,,bengaluru,2020
2020-12,,53.20310344827587,37.13103448275862,7.620645161290323,1.24,,bengaluru,2020
2021-01,,113.10258064516128,16.08967741935484,6.961612903225807,1.4885714285714287,,bengaluru,2021
2021-02,,101.8316,24.762222222222224,8.248148148148148,1.4236363636363636,,bengaluru,2021
2021-03,,86.91166666666668,26.234444444444442,8.715,1.3907142857142856,,bengaluru,2021
2021-04,,82.23777777777778,55.66722222222222,9.051764705882352,0.7611111111111111,,bengaluru,2021
2021-05,,38.00233333333333,22.511666666666667,5.6503571428571435,1.4186666666666667,,bengaluru,2021
2021-06,,53.635,32.52413793103448,6.5807142857142855,1.063,,bengaluru,2021
2021-07,,51.54129032258064,59.35103448275862,6.717096774193548,1.4125806451612903,,bengaluru,2021
2021-08,,52.49851851851852,16.769310344827588,7.372758620689655,1.4265517241379309,,bengaluru,2021
2021-09,,48.2575,19.785833333333333,9.125416666666666,2.1470833333333332,,bengaluru,2021
2021-10,,55.527499999999996,19.000714285714285,9.227142857142857,2.715357142857143,,bengaluru,2021
2021-11,,64.99758620689656,22.65103448275862,13.082758620689654,1.4444827586206896,,bengaluru,2021
2021-12,,96.91310344827586,22.999310344827588,13.35344827586207,1.0772413793103448,,bengaluru,2021
2022-01,,76.95612903225806,24.010322580645163,13.83,1.756451612903226,,bengaluru,2022
2022-02,,77.67535714285714,24.41107142857143,14.091071428571428,2.3017857142857143,,bengaluru,2022
2022-03,,81.89035714285714,22.110689655172415,20.36413793103448,2.2424137931034482,,bengaluru,2022
2022-04,,80.55241379310345,16.55103448275862,23.70344827586207,1.8293103448275863,,bengaluru,2022
2022-05,,69.63250000000001,20.558214285714286,17.981428571428573,1.6767857142857143,,bengaluru,2022
2022-06,,60.274,18.688333333333333,20.247333333333334,1.8213333333333332,,bengaluru,2022
2022-07,,78.71064516129033,24.75774193548387,17.35516129032258,1.966451612903226,,bengaluru,2022
2022-08,,48.419999999999995,25.289259259259257,16.2,2.5137037037037038,,bengaluru,2022
2022-09,,79.33869565217391,25.833478260869562,12.60391304347826,1.7121739130434783,,bengaluru,2022
2022-10,,86.21241379310344,22.544,19.370333333333335,1.588,,bengaluru,2022
2022-11,,85.88782608695652,23.574782608695653,20.035217391304347,1.1352173913043477,,bengaluru,2022
2022-12,,82.77785714285714,27.340714285714284,17.931785714285713,1.7360714285714285,,bengaluru,2022
2023-01,,86.19077610456064,26.541232522750928,13.553421754860778,2.056939089167537,,bengaluru,2023
2023-02,,94.65289709901559,29.247592174399486,18.721753121199452,1.3035422473058345,,bengaluru,2023
2023-03,,89.1030419976918,26.562805943374844,19.5611478255557,1.1415091350036124,,bengaluru,2023
2023-04,,101.79144936502709,28.690243912403016,18.230483156291175,1.1618962121212122,,bengaluru,2023
2023-05,,79.26825545019496,24.962534885372456,18.48111589910985,1.2380995319644512,,bengaluru,2023
2023-06,,73.86271935654383,25.567537707446334,18.52454318639991,0.8985112467265245,,bengaluru,2023
2023-07,,61.24696331341892,31.75224571216115,18.549055278581992,0.8346193018327206,,bengaluru,2023
2023-08,,52.51285083923279,39.75677601873435,18.50439692688998,0.8597144079976206,,bengaluru,2023
2023-09,,70.67443002356008,35.05734062052574,20.427987276444703,0.7156219461150123,,bengaluru,2023
2023-10,,78.75954784227869,27.823660955784906,20.67675466798376,0.9855253324752361,,bengaluru,2023
2023-11,,86.2787879081718,25.40254181977838,11.242899136811866,1.1470825516610152,,bengaluru,2023
2023-12,,78.00217842287395,23.060352813149596,9.177625636147749,0.9440846410939613,,bengaluru,2023
2024-01,,76.89925925925927,18.71851851851852,10.65111111111111,1.3192592592592591,,bengaluru,2024
2024-02,,72.36206896551724,23.845172413793104,10.304137931034482,1.4041379310344828,,bengaluru,2024
2024-03,,71.525,27.72,10.68,1.42,,bengaluru,2024
2024-04,,,,,,,bengaluru,2024
2024-05,,,,,,,bengaluru,2024
2024-06,,81.5336842105263,23.807499999999997,14.88190476190476,1.3975,,bengaluru,2024
2024-07,,87.58666666666666,21.02774193548387,14.886774193548387,1.3580645161290323,,bengaluru,2024
2024-08,,88.55933333333333,21.134999999999998,11.911666666666667,1.3693333333333333,,bengaluru,2024
2024-09,,88.98785714285714,26.662499999999998,12.7525,1.311923076923077,,bengaluru,2024
2024-10,,81.556,25.56,12.681052631578947,1.3575000000000002,,bengaluru,2024
2017-01,,,,,,,chengalpattu,2017
2017-02,,,,,,,chengalpattu,2017
2017-03,,,,,,,chengalpattu,2017
2017-04,,,,,,,chengalpattu,2017
2017-05,,,,,,,chengalpattu,2017
2017-06,,,,,,,chengalpattu,2017
2017-07,,,,,,,chengalpattu,2017
2017-08,,,,,,,chengalpattu,2017
2017-09,,,,,,,chengalpattu,2017
2017-10,,,,,,,chengalpattu,2017
2017-11,,,,,,,chengalpattu,2017
2017-12,,,,,,,chengalpattu,2017
2018-01,,,,,,,chengalpattu,2018
2018-02,,,,,,,chengalpattu,2018
2018-03,,,,,,,chengalpattu,2018
2018-04,,,,,,,chengalpattu,2018
2018-05,,,,,,,chengalpattu,2018
2018-06,,,,,,,chengalpattu,2018
2018-07,,,,,,,chengalpattu,2018
2018-08,,,,,,,chengalpattu,2018
2018-09,,,,,,,chengalpattu,2018
2018-10,,,,,,,chengalpattu,2018
2018-11,,,,,,,chengalpattu,2018
2018-12,,,,,,,chengalpattu,2018
2019-01,,,,,,,chengalpattu,2019
2019-02,,,,,,,chengalpattu,2019
2019-03,,,,,,,chengalpattu,2019
2019-04,,,,,,,chengalpattu,2019
2019-05,,,,,,,chengalpattu,2019
2019-06,,,,,,,chengalpattu,2019
2019-07,,,,,,,chengalpattu,2019
2019-08,,,,,,,chengalpattu,2019
2019-09,,,,,,,chengalpattu,2019
2019-10,,,,,,,chengalpattu,2019
2019-11,,,,,,,chengalpattu,2019
2019-12,,,,,,,chengalpattu,2019
2020-01,,,,,,,chengalpattu,2020
2020-02,,,,,,,chengalpattu,2020
2020-03,,,,,,,chengalpattu,2020
2020-04,,,,,,,chengalpattu,2020
2020-05,,,,,,,chengalpattu,2020
2020-06,,,,,,,chengalpattu,2020
2020-07,,,,,,,chengalpattu,2020
2020-08,,,,,,,chengalpattu,2020
2020-09,,,,,,,chengalpattu,2020
2020-10,,,,,,,chengalpattu,2020
2020-11,,,,,,,chengalpattu,2020
2020-12,,,,,,,chengalpattu,2020
2021-01,,,,,,,chengalpattu,2021
2021-02,,,,,,,chengalpattu,2021
2021-03,,,,,,,chengalpattu,2021
2021-04,,,,,,,chengalpattu,2021
2021-05,,,,,,,chengalpattu,2021
2021-06,,,,,,,chengalpattu,2021
2021-07,,,,,,,chengalpattu,2021
2021-08,,,,,,,chengalpattu,2021
2021-09,,,,,,,chengalpattu,2021
2021-10,,,,,,,chengalpattu,2021
2021-11,,,,,,,chengalpattu,2021
2021-12,,,,,,,chengalpattu,2021
2022-01,,,,,,,chengalpattu,2022
2022-02,,,,,,,chengalpattu,2022
2022-03,,,,,,,chengalpattu,2022
2022-04,,,,,,,chengalpattu,2022
2022-05,,,,,,,chengalpattu,2022
2022-06,,,,,,,chengalpattu,2022
2022-07,,,,,,,chengalpattu,2022
2022-08,12.223571428571429,46.565333333333335,19.028000000000002,47.513333333333335,0.5373333333333333,5.757333333333333,chengalpattu,2022
2022-09,19.451666666666664,51.05,19.595833333333335,56.314166666666665,0.6466666666666666,5.9750000000000005,chengalpattu,2022
2022-10,60.199999999999996,107.58631578947369,36.060526315789474,57.74894736842106,0.6805263157894736,6.298421052631579,chengalpattu,2022
2022-11,53.28846153846154,96.40692307692308,25.001578947368422,59.311578947368425,0.7121052631578947,5.963684210526316,chengalpattu,2022
2022-12,48.548260869565226,88.1124,29.7484,10.219166666666666,0.7348,6.119199999999999,chengalpattu,2022
2023-01,62.928738235295306,111.4878305189079,40.5807465787031,,0.7871793090162654,6.0016461850347715,chengalpattu,2023
2023-02,44.889652990006546,114.11414908839869,35.26239145145238,,0.8129495612347503,5.891955346668582,chengalpattu,2023
2023-03,34.21363615775184,92.0,27.236688642796597,4.731992424242424,0.8096480539662358,5.984427092793569,chengalpattu,2023
2023-04,,,,,,,chengalpattu,2023
2023-05,26.281987198388126,92.0,23.132975357812878,,0.9016215164306463,6.208488965725179,chengalpattu,2023
2023-06,15.642335742630385,92.0,23.818024074074074,,0.8960904761904762,6.194562169312169,chengalpattu,2023
2023-07,11.60730573520808,162.25255838996074,16.327878257593103,176.08,1.0062518124236874,6.247078182234432,chengalpattu,2023
2023-08,21.87412614729021,430.85253029088966,12.296158273915628,62.0,1.0594566485620407,6.261170173327036,chengalpattu,2023
2023-09,13.003359893867707,,2.814996262931487,37.455,1.1281021914399016,6.234271981733641,chengalpattu,2023
2023-10,33.00287201054664,,0.16537980458331653,41.46,1.3118398849924586,6.205279879179236,chengalpattu,2023
2023-11,44.696703338952474,59.69042497846201,80.98125,18.098107603181134,0.5292863059712906,6.136472187856862,chengalpattu,2023
2023-12,49.709320409129916,68.07657695796554,44.37229166666666,18.280049683893612,0.5294375845484068,6.130984197128574,chengalpattu,2023
2024-01,37.7472,51.8516,46.62,18.627307692307692,0.5688461538461538,6.146538461538461,chengalpattu,2024
2024-02,30.839655172413792,42.59275862068966,54.08,19.75344827586207,0.5662068965517242,6.1706896551724135,chengalpattu,2024
2024-03,28.934642857142855,39.78071428571428,164.62833333333333,17.768846153846155,0.5556666666666668,6.181153846153847,chengalpattu,2024
2024-04,12.985789473684212,18.341052631578947,164.31047619047618,17.454444444444444,0.5414285714285714,6.222777777777778,chengalpattu,2024
2024-05,4.37,6.65875,164.67,17.288571428571426,0.5583333333333333,6.096,chengalpattu,2024
2024-06,127.31,82.78,164.35,16.04,0.59,6.09,chengalpattu,2024
2024-07,5.24,8.07,164.79,20.146666666666665,0.6033333333333334,5.93,chengalpattu,2024
2024-08,260.5725,31.513333333333332,152.5411111111111,15.399999999999999,0.6011111111111112,6.623333333333333,chengalpattu,2024
2024-09,19.03033333333333,38.47366666666667,18.957666666666668,16.904333333333334,0.5533333333333333,6.138333333333334,chengalpattu,2024
2024-10,25.795238095238098,47.131904761904764,10.955238095238096,17.600952380952382,0.3647619047619048,6.120952380952381,chengalpattu,2024
2017-01,,,,,,,chittoor,2017
2017-02,,,,,,,chittoor,2017
2017-03,,,,,,,chittoor,2017
2017-04,,,,,,,chittoor,2017
2017-05,,,,,,,chittoor,2017
2017-06,,,,,,,chittoor,2017
2017-07,,,,,,,chittoor,2017
2017-08,,,,,,,chittoor,2017
2017-09,,,,,,,chittoor,2017
2017-10,,,,,,,chittoor,2017
2017-11,,,,,,,chittoor,2017
2017-12,,,,,,,chittoor,2017
2018-01,,,,,,,chittoor,2018
2018-02,,,,,,,chittoor,2018
2018-03,,,,,,,chittoor,2018
2018-04,,,,,,,chittoor,2018
2018-05,,,,,,,chittoor,2018
2018-06,,,,,,,chittoor,2018
2018-07,,,,,,,chittoor,2018
2018-08,,,,,,,chittoor,2018
2018-09,,,,,,,chittoor,2018
2018-10,,,,,,,chittoor,2018
2018-11,,,,,,,chittoor,2018
2018-12,,,,,,,chittoor,2018
2019-01,,,,,,,chittoor,2019
2019-02,,,,,,,chittoor,2019
2019-03,,,,,,,chittoor,2019
2019-04,,,,,,,chittoor,2019
2019-05,,,,,,,chittoor,2019
2019-06,,,,,,,chittoor,2019
2019-07,,,,,,,chittoor,2019
2019-08,,,,,,,chittoor,2019
2019-09,,,,,,,chittoor,2019
2019-10,,,,,,,chittoor,2019
2019-11,,,,,,,chittoor,2019
2019-12,,,,,,,chittoor,2019
2020-01,,,,,,,chittoor,2020
2020-02,,,,,,,chittoor,2020
2020-03,,,,,,,chittoor,2020
2020-04,,,,,,,chittoor,2020
2020-05,,,,,,,chittoor,2020
2020-06,,,,,,,chittoor,2020
2020-07,,,,,,,chittoor,2020
2020-08,,,,,,,chittoor,2020
2020-09,,,,,,,chittoor,2020
2020-10,,,,,,,chittoor,2020
2020-11,,,,,,,chittoor,2020
2020-12,,,,,,,chittoor,2020
2021-01,,,,,,,chittoor,2021
2021-02,,,,,,,chittoor,2021
2021-03,,,,,,,chittoor,2021
2021-04,,,,,,,chittoor,2021
2021-05,,,,,,,chittoor,2021
2021-06,,,,,,,chittoor,2021
2021-07,,,,,,,chittoor,2021
2021-08,,,,,,,chittoor,2021
2021-09,,,,,,,chittoor,2021
2021-10,,,,,,,chittoor,2021
2021-11,,,,,,,chittoor,2021
2021-12,,,,,,,chittoor,2021
2022-01,,,,,,,chittoor,2022
2022-02,,,,,,,chittoor,2022
2022-03,,,,,,,chittoor,2022
2022-04,,,,,,,chittoor,2022
2022-05,,,,,,,chittoor,2022
2022-06,,,,,,,chittoor,2022
2022-07,,,,,,,chittoor,2022
2022-08,,,,,,,chittoor,2022
2022-09,,,,,,,chittoor,2022
2022-10,,,,,,,chittoor,2022
2022-11,42.535000000000004,74.737,7.269,2.5460000000000003,0.515,53.17999999999999,chittoor,2022
2022-12,52.762,71.215,8.169677419354839,4.225806451612903,0.48933333333333334,46.72387096774194,chittoor,2022
2023-01,25.812682420462096,51.83409791989616,7.78094696208536,4.3726912482673495,0.5624243602855161,45.78574412641586,chittoor,2023
2023-02,47.57375818452381,66.49013120039682,9.81108501552795,6.449366071428572,0.5394620535714286,62.99264608134921,chittoor,2023
2023-03,28.25357895044413,49.081100455820476,10.154254704301076,4.622149801587303,0.4592724537037037,62.02145094086021,chittoor,2023
2023-04,47.71335711279461,84.16372188552188,9.11189518097643,4.468778577441077,0.42876069023569024,66.45005801767677,chittoor,2023
2023-05,46.17835757558049,77.78660035842294,10.926486335125448,4.196406137992831,0.4002556818181818,61.678436379928314,chittoor,2023
2023-06,23.058262698412697,38.45989236111111,10.659510813492064,4.78641865079365,0.3198271825396825,44.69956875,chittoor,2023
2023-07,14.370685483870966,24.411163754480288,8.673370295698925,4.677809139784947,0.2558759578544061,31.639676299283153,chittoor,2023
2023-08,24.264252263723826,40.02855705291454,8.106533496038484,4.691639431239389,0.27928019965477513,41.905368385681946,chittoor,2023
2023-09,17.32993240740741,29.29227701719577,9.623554794973545,4.836444510582011,0.3107068121693121,32.735233862433866,chittoor,2023
2023-10,62.335444388740335,100.88481151234926,10.07306495332777,4.112143989995546,0.3847631378939495,48.294527057308706,chittoor,2023
2023-11,36.03356370099808,59.63318522964264,10.695851394980506,5.6810506779100525,0.4217494964274855,41.70597394963102,chittoor,2023
2023-12,43.007514432923706,76.61208038914491,10.377831157194061,10.902147145417306,0.6832430794411422,58.06054147465438,chittoor,2023
2024-01,34.45137931034483,54.29241379310345,10.223870967741936,9.10655172413793,0.5493103448275862,56.74758620689656,chittoor,2024
2024-02,33.52103448275862,57.56689655172414,8.151428571428571,16.112758620689654,0.6451724137931035,62.87034482758621,chittoor,2024
2024-03,38.76096774193548,69.51645161290323,5.6866666666666665,15.16225806451613,0.6285714285714287,66.06838709677419,chittoor,2024
2024-04,44.037241379310345,78.75068965517241,4.634827586206897,14.079655172413792,0.4423076923076923,64.86380952380952,chittoor,2024
2024-05,42.53967741935484,75.28387096774195,5.111363636363636,7.094838709677419,0.4174193548387097,22.635238095238094,chittoor,2024
2024-06,27.511923076923075,43.013461538461534,6.404545454545455,4.423846153846154,0.42500000000000004,51.5,chittoor,2024
2024-07,37.656666666666666,68.52066666666666,6.879666666666666,4.452666666666667,0.5670000000000001,,chittoor,2024
2024-08,25.046086956521737,51.76652173913043,6.87695652173913,4.48391304347826,0.5656521739130435,,chittoor,2024
2024-09,30.538275862068964,62.75689655172414,6.8566666666666665,4.455,0.568,,chittoor,2024
2024-10,22.71,47.09263157894737,7.622631578947369,4.4399999999999995,0.5873684210526315,,chittoor,2024
2017-01,,,,,,,hyderabad,2017
2017-02,,,,,,,hyderabad,2017
2017-03,,,,,,,hyderabad,2017
2017-04,,,,,,,hyderabad,2017
2017-05,,,,,,,hyderabad,2017
2017-06,,,,,,,hyderabad,2017
2017-07,,,,,,,hyderabad,2017
2017-08,,,,,,,hyderabad,2017
2017-09,,,,,,,hyderabad,2017
2017-10,,,,,,,hyderabad,2017
2017-11,,,,,,,hyderabad,2017
2017-12,,,,,,,hyderabad,2017
2018-01,,,,,,,hyderabad,2018
2018-02,,,,,,,hyderabad,2018
2018-03,,,,,,,hyderabad,2018
2018-04,,,,,,,hyderabad,2018
2018-05,,,,,,,hyderabad,2018
2018-06,,,,,,,hyderabad,2018
2018-07,,,,,,,hyderabad,2018
2018-08,,,,,,,hyderabad,2018
2018-09,,,,,,,hyderabad,2018
2018-10,,,,,,,hyderabad,2018
2018-11,,,,,,,hyderabad,2018
2018-12,,,,,,,hyderabad,2018
2019-01,,,,,,,hyderabad,2019
2019-02,,,,,,,hyderabad,2019
2019-03,,,,,,,hyderabad,2019
2019-04,,,,,,,hyderabad,2019
2019-05,,,,,,,hyderabad,2019
2019-06,,,,,,,hyderabad,2019
2019-07,,,,,,,hyderabad,2019
2019-08,,,,,,,hyderabad,2019
2019-09,,,,,,,hyderabad,2019
2019-10,,,,,,,hyderabad,2019
2019-11,,,,,,,hyderabad,2019
2019-12,,,,,,,hyderabad,2019
2020-01,,,,,,,hyderabad,2020
2020-02,,,,,,,hyderabad,2020
2020-03,,,,,,,hyderabad,2020
2020-04,,,,,,,hyderabad,2020
2020-05,,,,,,,hyderabad,2020
